1stFlrSF,2ndFlrSF,BsmtFinSF1,GarageArea,GrLivArea,LotArea,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice
1072,213.0,336,240,1285,8635,5,5,672,1948,127000
1768,0.0,0,0,1768,10778,5,4,1768,1968,136500
682,548.0,0,440,1230,10440,6,5,440,1910,110000
1182,960.0,448,509,2142,13000,6,6,896,1968,193500
1337,0.0,1201,405,1337,4500,5,6,1237,1998,153500
1563,0.0,33,758,1563,10206,5,8,1563,2007,245000
1065,0.0,0,461,1065,8892,5,5,1065,1960,126500
804,670.0,0,400,1474,8530,5,7,384,1995,168500
1301,1116.0,0,462,2417,16059,5,8,1288,1991,260000
684,876.0,0,400,1560,11911,5,6,684,2005,174000
612,612.0,0,528,1224,3951,5,6,612,2009,164500
1013,0.0,0,0,1526,8470,2,3,1013,1915,85000
990,0.0,588,0,990,8070,5,4,990,1994,123600
1040,0.0,0,420,1040,7200,5,4,0,1950,109900
1235,0.0,600,480,1235,8500,3,5,1235,1961,98600
964,0.0,713,432,964,13360,7,5,876,1921,163500
1260,1031.0,1046,506,2291,7200,6,6,1214,1910,133900
905,881.0,648,684,1786,9337,5,6,824,1997,204750
680,790.0,310,420,1470,9765,8,6,680,1993,185000
1588,348.5240174672489,1162,472,1588,10264,5,7,1588,1999,214000
960,0.0,520,432,960,10921,5,4,960,1965,94750
835,0.0,108,366,835,10625,5,5,458,1920,83000
1225,0.0,569,0,1225,9320,5,4,950,1959,128950
1610,0.0,1200,480,1610,10603,7,6,1610,1977,205000
977,755.0,0,476,1732,9206,5,6,741,1985,178000
1535,0.0,0,410,1535,7018,5,5,0,1979,118964
1226,0.0,0,740,1226,10402,5,7,1226,2009,198900
1226,592.0,224,240,1818,7758,4,7,1040,1931,169500
1053,348.5240174672489,0,648,1992,9375,5,8,1053,2003,250000
1047,0.0,0,273,1047,10800,7,4,641,1885,100000
789,0.0,104,250,789,6000,5,5,789,1948,115000
997,348.5240174672489,0,0,1517,8500,7,5,793,1919,115000
1844,0.0,705,546,1844,11751,6,6,1844,1977,190000
1216,639.0,444,325,1855,9525,4,6,994,1954,136900
774,656.0,250,400,1430,7750,5,7,384,2000,180000
1282,1414.0,984,792,2696,9965,5,7,1264,2007,383970
2259,0.0,35,450,2259,21000,5,6,1809,1953,217000
1436,884.0,774,180,2320,7259,8,6,1028,1945,259500
729,729.0,419,440,1458,3230,5,6,729,1999,176000
1092,0.0,170,288,1092,11616,5,5,1092,1962,139000
1125,0.0,0,430,1125,8536,5,5,1125,2006,155000
1699,1523.0,1470,594,3222,12376,5,7,1673,1990,320000
728,728.0,0,390,1456,8461,5,6,728,2005,163990
988,0.0,938,540,988,21453,5,6,938,1969,180000
772,351.0,0,264,1123,6060,5,4,732,1939,100000
1080,0.0,570,288,1080,9464,7,6,1080,1958,136000
1199,0.0,300,530,1199,7892,5,6,1199,1993,153900
1586,0.0,0,435,1586,17043,5,6,1362,1979,181000
520,0.0,490,0,754,6780,8,6,520,1935,84500
958,348.5240174672489,120,440,958,4928,5,6,1078,1976,128000
840,0.0,116,0,840,4388,7,5,672,1930,87000
660,688.0,512,453,1348,7590,5,6,660,1966,155000
1053,348.5240174672489,567,750,1053,8973,7,5,1008,1958,150000
1216,941.0,445,487,2157,14200,6,7,924,1966,226000
1022,1032.0,695,390,2054,12224,5,6,992,2000,244000
1327,0.0,405,624,1327,7388,6,5,1063,1959,150750
1296,0.0,1005,471,1296,6853,5,8,1267,2001,220000
1721,0.0,570,440,1721,10335,6,5,1461,1968,180000
1682,0.0,0,530,1682,10400,6,7,1304,1970,174000
1214,348.5240174672489,695,318,1214,10355,5,5,1214,1967,143000
1959,0.0,0,766,1959,11070,5,7,1907,1988,171000
1004,848.0,668,660,1852,9066,5,8,1004,1999,230000
928,836.0,821,470,1764,15426,5,6,928,1997,231500
864,0.0,432,0,864,10500,5,4,864,1971,115000
1734,0.0,1300,660,1734,11645,5,7,1734,2005,260000
910,348.5240174672489,507,720,1385,8520,4,5,910,1952,166000
1501,0.0,679,577,1501,10335,5,7,1490,1999,204000
1728,0.0,1332,504,1728,9100,5,5,1728,1963,125000
970,739.0,0,380,1709,2522,5,6,970,2004,130000
875,0.0,209,180,875,6120,7,5,715,1931,105000
884,1151.0,0,434,2035,9505,5,7,884,2001,222500
1080,0.0,680,0,1080,7500,5,7,1080,2004,141000
896,448.0,0,240,1344,6240,4,5,896,1936,115000
969,0.0,716,440,969,10356,6,5,969,1975,122000
1710,0.0,1400,866,1710,13891,5,8,1710,2007,372402
1097,896.0,416,495,1993,14803,5,6,825,1971,190000
1252,0.0,429,564,1252,13500,7,6,1602,1960,235000
1200,0.0,0,312,1200,11340,5,6,1200,1923,125000
572,524.0,0,0,1096,9600,5,6,572,1924,79000
1040,0.0,0,625,1040,7200,7,5,0,1950,109500
774,1194.0,0,680,1968,12003,5,8,774,2009,269500
991,956.0,222,678,1947,12552,5,7,991,2004,254900
1392,1070.0,57,576,2462,19378,5,7,1392,2005,320000
1232,0.0,660,516,1232,11120,6,6,1232,1984,162500
1572,1096.0,1016,726,2668,13688,5,9,1572,2003,412500
1541,0.0,1201,532,1541,12182,5,7,1541,2005,220000
882,0.0,0,0,882,5500,6,4,882,1956,103200
1149,467.0,370,216,1616,5400,7,6,1149,1926,152000
808,547.0,351,0,1355,10106,7,5,644,1940,127500
1867,0.0,379,303,1867,10708,5,5,1617,1955,190000
1610,551.0,1288,789,2161,10562,5,8,1582,2007,325624
840,880.0,0,440,1720,8244,5,7,840,2004,183500
1707,0.0,0,511,1707,16669,6,8,1686,1981,228000
854,0.0,360,660,1382,12358,6,5,720,1941,128500
1656,0.0,639,528,1656,31770,5,6,1080,1960,215000
1064,703.0,495,504,1767,5306,7,7,1064,1987,239000
1362,0.0,288,504,1362,10197,5,6,1362,1961,163000
1651,0.0,1398,616,1651,12416,5,6,1606,1986,184000
2158,0.0,477,576,2158,12615,7,6,1202,1950,243000
1164,896.0,831,521,2060,10029,5,6,1151,1988,211000
1252,668.0,57,451,1920,13650,5,5,1052,1958,172500
2234,0.0,1904,1166,2234,17423,5,9,2216,2008,501837
968,0.0,0,480,968,8520,6,5,968,1923,100000
769,756.0,436,440,1525,2117,5,6,756,2000,177000
901,901.0,352,216,1802,7588,6,7,793,1920,200100
1340,0.0,0,252,1340,9060,6,5,0,1957,120000
1362,720.0,0,484,2082,11426,5,7,1362,2003,200000
936,316.0,0,576,1252,7438,8,5,504,1908,127000
1518,1518.0,0,840,3608,22950,9,10,1107,1892,475000
1217,0.0,611,497,1217,9947,5,7,1188,1990,173000
808,704.0,0,180,1656,10410,7,5,660,1916,135000
1224,0.0,1086,528,1224,7018,5,5,1086,1979,153337
1593,0.0,1153,682,1593,4923,5,8,1593,2001,286000
1549,1178.0,297,440,2727,10570,8,8,853,1932,315000
725,754.0,626,484,1479,7472,9,7,725,1972,184000
1431,0.0,560,666,1431,9017,5,7,1431,1999,192000
970,739.0,0,380,1709,2522,5,7,970,2004,130000
864,0.0,390,352,864,7180,7,5,864,1972,127000
855,348.5240174672489,566,440,1456,2280,6,6,855,1976,148500
1726,0.0,1126,786,1726,9416,5,7,1726,2007,311872
1360,1360.0,1036,795,3112,25419,4,8,1360,1918,235000
929,929.0,0,0,2229,5520,6,6,755,1912,104000
1713,0.0,1088,856,1713,9591,5,8,1713,2004,274900
1121,0.0,0,440,1121,8546,5,4,1121,2003,140000
1279,0.0,641,473,1279,10125,6,6,1196,1977,171500
865,445.0,617,398,1310,7000,6,6,617,1924,112000
848,0.0,662,420,848,4438,5,6,848,2004,149000
720,564.0,312,240,1284,3500,7,5,720,1947,110000
1442,0.0,0,500,1442,11851,5,7,1424,1990,180500
1696,0.0,0,349,1696,13673,5,5,1140,1962,143900
1100,0.0,419,312,1100,12493,5,4,1100,1960,141000
1180,348.5240174672489,1065,454,2062,14364,5,7,1157,1988,277000
1092,0.0,787,504,1092,8250,7,6,1092,1964,145000
864,0.0,468,0,864,5604,6,5,864,1925,98000
1212,0.0,36,460,1212,10420,5,6,1212,2009,186000
932,920.0,822,644,1852,8640,5,7,900,2009,252678
990,0.0,716,576,990,13568,5,5,990,1995,156000
689,703.0,378,299,1392,10900,7,6,689,1977,161750
1236,0.0,360,447,1236,10011,6,5,1070,1957,134450
1436,0.0,946,484,1436,8450,5,7,1436,2004,210000
810,518.0,0,210,1328,9906,4,4,686,1925,107000
1137,817.0,341,431,1954,15660,9,7,798,1939,311500
1248,0.0,16,438,1248,3010,5,7,1248,2005,167240
1498,0.0,0,675,1498,8990,5,7,1498,2006,204900
1010,1257.0,0,390,2267,8068,5,6,1010,2002,200000
811,741.0,550,434,1552,11475,6,6,713,1975,179900
864,0.0,524,576,864,10500,6,4,864,1971,97000
2392,0.0,56,968,2392,13472,5,10,2392,2003,386250
630,672.0,0,280,1302,1680,5,5,630,1971,112000
1214,1306.0,565,721,2520,9950,5,7,1203,1995,290000
483,504.0,321,280,987,1869,6,6,483,1970,106000
912,0.0,842,336,912,8521,5,5,912,1967,125000
1555,0.0,16,430,1555,3182,5,7,1373,2005,192500
1194,0.0,0,312,1194,8760,6,6,1194,1959,148000
1490,1304.0,689,810,2794,15138,5,8,1462,1995,403000
483,504.0,0,288,987,1680,5,6,483,1972,94500
894,0.0,182,308,894,10650,6,5,894,1976,128200
860,1100.0,625,440,1960,7851,5,6,860,2002,216500
483,348.5240174672489,358,264,987,1680,3,6,483,1971,89500
1414,0.0,24,494,1414,8773,5,7,1414,2004,185500
1014,730.0,402,457,1744,9453,7,7,996,1993,194500
1694,0.0,0,818,1694,12030,5,8,1694,2007,318000
798,348.5240174672489,94,220,1487,8741,4,6,735,1945,113000
1566,0.0,1078,750,1566,9000,5,8,1566,2008,262500
866,348.5240174672489,329,0,866,3880,9,5,686,1945,110500
889,551.0,0,352,1440,5000,4,5,540,1900,79000
626,591.0,0,288,1217,10762,6,6,626,1980,120000
1222,888.0,695,463,2110,8880,5,7,948,1994,205000
1872,348.5240174672489,929,604,1872,10400,5,7,1845,1988,241500
908,1020.0,0,440,1928,9142,8,6,1020,1910,137000
1375,0.0,0,451,1375,11310,5,6,1367,1954,140000
840,828.0,0,500,1668,11317,5,7,840,2003,180000
1444,700.0,697,389,2144,159000,7,6,1444,1958,277000
1306,0.0,0,0,1306,5350,2,3,728,1940,76500
1625,0.0,1573,538,1625,4750,5,8,1573,2006,235000
798,842.0,0,520,1640,8366,5,6,798,2004,173000
1302,0.0,270,309,1302,9350,7,6,1302,1964,158000
1314,0.0,922,294,1314,8400,6,5,1314,1957,145000
1005,1286.0,0,429,2291,8738,5,7,975,1999,230000
864,864.0,503,673,1728,8791,5,6,864,2003,207500
1604,0.0,1334,660,1604,8814,5,7,1604,2006,220000
963,829.0,361,564,1792,12435,5,7,963,2001,231500
882,0.0,0,308,882,12702,5,5,0,1956,97000
1382,0.0,672,884,1382,19296,5,6,1362,1962,176000
1482,1092.0,0,868,2574,9588,5,8,1482,2007,276000
1212,0.0,506,492,1212,8471,7,6,506,1977,151000
926,0.0,234,484,1316,5500,7,5,926,1929,130000
764,0.0,0,504,764,5232,5,5,680,1925,73000
1422,0.0,588,576,1422,12090,6,6,1422,1981,175500
802,709.0,714,413,1511,11207,5,6,802,1997,185000
1052,720.0,378,240,2192,8400,8,5,720,1939,179500
778,0.0,403,924,778,6900,6,5,740,1940,120500
1113,0.0,751,504,1113,7917,7,6,1143,1976,148000
1095,844.0,0,1053,1939,10728,5,8,1095,2006,266000
1363,0.0,226,439,1363,39104,7,7,1385,1954,241500
1164,1106.0,524,671,2270,11764,7,8,1152,1999,290000
1632,0.0,620,338,1632,9600,6,6,1240,1958,139000
816,0.0,546,264,816,8314,7,5,816,1982,124500
952,596.0,0,672,1548,7264,7,7,952,1925,205000
1560,0.0,0,573,1560,9196,5,7,1560,2003,201000
864,0.0,120,400,864,19138,5,4,864,1951,141000
2121,0.0,0,732,2121,14450,5,9,2121,2006,415298
1156,866.0,392,505,2022,10005,5,7,1160,1977,192000
1175,807.0,421,575,1982,11287,6,7,807,1989,228500
1262,0.0,905,572,1262,7200,5,6,1262,2006,185000
1314,0.0,904,626,1314,5063,5,7,1314,2007,207500
1468,0.0,0,898,1468,9612,5,8,1468,2008,244600
1575,0.0,430,529,1575,8012,5,6,1575,1992,179200
625,625.0,0,528,1250,4251,5,7,625,2006,164700
1085,649.0,600,440,1734,9786,7,6,912,1962,159000
858,348.5240174672489,614,0,858,8125,4,4,858,1971,88000
900,0.0,450,280,900,9819,5,5,882,1967,122000
698,698.0,0,384,1396,8730,7,6,698,1915,153575
1079,840.0,0,685,1919,15611,5,8,1079,2006,233230
936,780.0,210,0,1716,5687,6,5,780,1912,135900
1148,568.0,292,281,1716,11409,4,5,768,1949,131000
1468,795.0,795,539,2263,16659,7,7,795,1977,235000
1644,0.0,1285,418,1644,9600,5,6,1416,1953,167000
1003,0.0,819,588,1003,7937,6,6,1003,1984,142500
910,648.0,420,282,1558,13710,5,5,910,1950,152000
975,975.0,649,576,1950,7399,5,7,975,1997,239000
1041,702.0,384,539,1743,11700,6,6,702,1968,175000
1152,0.0,0,300,1152,14000,8,6,1092,1950,158500
1336,0.0,841,375,1336,15750,5,5,1165,1953,157000
1210,1242.0,281,683,2452,16226,5,8,1028,1998,267000
1541,0.0,0,843,1541,13704,5,7,1541,2001,205000
894,0.0,894,552,894,9800,7,5,894,1972,149900
1675,1818.0,0,870,3493,18386,9,7,1470,1880,295000
2000,0.0,1464,888,2000,10386,5,8,2000,2004,305900
1122,1121.0,700,746,2243,13474,5,7,700,1990,225000
1035,371.0,0,0,1406,7920,7,6,319,1920,89500
861,0.0,262,539,861,12342,5,4,861,1940,82500
1944,0.0,1274,708,1944,12378,5,9,1896,2003,360000
697,804.0,518,420,1501,7685,5,6,697,1993,165600
972,0.0,680,240,972,8000,6,6,972,1948,132000
793,325.0,507,410,1118,7800,7,5,793,1939,119900
2036,0.0,1236,513,2036,215245,5,7,2136,1965,375000
832,809.0,16,546,1641,9600,7,7,728,1925,178000
716,716.0,425,432,1432,7795,5,7,716,2004,188500
1153,348.5240174672489,692,484,2353,13005,7,7,845,1980,260000
1088,871.0,0,1025,1959,9000,5,8,1088,2006,270000
1372,1274.0,987,656,2646,9900,5,7,1347,1993,260000
1472,0.0,1036,588,1472,14115,5,7,1372,1980,187500
1249,1347.0,0,840,2596,16259,5,9,1249,2006,342643
1136,1332.0,970,872,2468,12099,5,8,1136,2004,354000
1553,1177.0,28,576,2730,10380,5,7,1502,1986,301000
1163,0.0,256,220,1163,5820,8,3,1162,1955,126175
1898,1080.0,0,564,2978,11275,7,7,710,1967,242000
803,0.0,116,360,803,5000,6,5,720,1941,87000
1719,0.0,1619,473,1719,10846,5,8,1719,1993,324000
1383,0.0,565,292,1383,11600,5,6,1383,1960,145250
1445,689.0,0,441,2134,11888,6,6,844,1916,214500
596,596.0,0,189,1192,6402,5,5,596,1920,78000
1728,348.5240174672489,40,352,1728,10624,4,5,1728,1964,119000
1056,0.0,846,308,1056,8176,6,5,1056,1958,139000
1629,0.0,1124,880,1629,10655,5,8,3206,2003,284000
1358,0.0,720,484,1358,8198,5,7,1358,2004,207000
943,348.5240174672489,828,472,1638,9042,5,6,943,1998,192000
1619,167.0,1249,529,1786,164660,6,5,1499,1965,228950
1922,0.0,1249,676,1922,14157,5,9,1922,2005,377426
1536,0.0,810,532,1536,9135,5,7,1536,2002,214000
1621,0.0,213,440,1621,14145,7,7,1208,1984,202500
1215,0.0,585,297,1215,12400,7,6,1215,1958,155000
993,915.0,0,431,1908,14191,5,8,967,2002,202900
841,348.5240174672489,0,294,841,8400,4,4,721,1950,82000
1040,0.0,0,400,1040,8544,4,3,0,1949,87500
1684,0.0,28,564,1684,8849,5,9,1684,2005,266000
536,576.0,129,336,1112,2592,3,5,536,1976,85000
972,605.0,0,312,1577,6435,5,6,972,1939,140200
958,0.0,498,301,958,12772,8,6,958,1960,151500
1478,0.0,1270,498,1478,17600,5,6,1478,1960,157500
764,862.0,573,474,1626,2448,5,7,764,2003,154000
1848,880.0,1410,706,2728,20431,5,9,1848,2005,437154
1869,0.0,0,617,1869,7820,5,9,1869,2007,318061
1453,0.0,1082,445,1453,5271,5,7,1453,1986,190000
616,495.0,236,200,1111,9084,6,5,616,1941,95000
720,0.0,0,484,720,8520,8,6,624,1928,105900
1192,403.0,388,240,1595,8400,5,6,940,1940,140000
1200,0.0,334,521,1200,11249,5,6,1200,1995,177500
1167,0.0,560,400,1167,9248,6,6,1158,1992,173000
1142,0.0,874,528,1142,4224,5,5,1142,1976,134000
1352,0.0,300,288,1352,6930,4,5,1062,1958,130000
1086,838.0,956,592,1924,12011,5,8,1086,1998,280000
912,348.5240174672489,773,470,912,7540,6,6,888,1978,156000
988,517.0,399,240,1505,9144,5,5,883,1940,145000
495,1427.0,0,672,1922,7301,5,7,0,2003,198500
483,504.0,162,264,987,1680,8,6,483,1972,118000
790,784.0,712,566,1574,18800,5,6,796,1976,190000
672,672.0,456,468,1344,10690,7,5,672,1920,147000
1394,0.0,609,514,1394,9500,5,6,1394,1963,159000
1431,0.0,371,296,1431,9150,5,6,1099,1962,165000
1268,0.0,540,244,1268,7800,6,5,1268,1954,132000
1287,0.0,72,576,1287,9830,7,5,1063,1959,162000
953,711.0,0,460,1664,8121,5,6,953,2000,172400
1120,468.0,0,680,1588,17120,4,4,0,1959,134432
752,0.0,623,264,752,7175,5,6,744,1984,125000
1319,0.0,428,270,1319,10634,6,5,608,1953,123000
847,1081.0,0,434,1928,8200,5,7,847,2003,219500
904,0.0,350,0,904,10020,1,1,683,1922,61000
914,0.0,298,576,914,8846,5,5,870,1996,148000
1580,886.0,0,610,2466,11143,5,8,1580,2004,340000
1856,0.0,1445,834,1856,11394,2,9,1856,2010,394432
1007,793.0,0,463,1800,8123,5,6,982,2000,179000
1026,665.0,218,308,1691,5000,6,5,1026,1924,127000
1301,0.0,0,572,1301,7200,5,7,1293,2006,187750
939,858.0,0,639,1797,9245,5,7,939,2006,213500
784,0.0,0,360,784,9000,3,6,784,1928,76000
1079,874.0,985,501,1953,53107,5,6,1580,1992,240000
1269,0.0,24,430,1269,3182,5,8,1256,2004,192000
658,526.0,0,0,1184,8410,3,5,658,1910,81000
1125,0.0,631,352,1125,7200,6,6,1041,1976,125000
1479,0.0,0,577,1479,9382,5,7,1468,1999,191000
1742,590.0,1280,846,2332,12474,5,10,1682,2007,426000
961,406.0,241,384,1367,8405,8,5,861,1900,119000
804,1157.0,690,560,1961,12209,5,6,804,2001,215000
882,0.0,0,294,882,8339,7,5,0,1959,106500
788,0.0,266,0,788,7446,5,4,788,1941,100000
735,299.0,0,240,1034,10134,6,5,735,1940,109000
1144,348.5240174672489,739,596,1144,9571,6,5,1144,1956,129000
894,0.0,777,600,894,7200,5,5,894,1972,123000
876,936.0,540,264,1812,7590,5,5,864,1962,169500
1077,0.0,0,338,1077,8967,2,5,961,1920,67000
1112,438.0,812,438,1550,8125,5,7,1092,2006,241000
1288,0.0,786,500,1288,14963,5,8,1260,1996,245500
1310,0.0,24,400,1310,8767,5,7,1310,2005,164990
672,0.0,0,240,672,10200,8,5,672,1940,108000
1165,348.5240174672489,0,420,2263,12090,5,8,1141,1998,258000
806,766.0,0,373,1572,10364,5,6,806,1995,168000
1620,0.0,1116,490,1620,9991,4,4,1281,1976,150000
1166,0.0,0,240,1639,10480,5,6,1064,1936,115000
840,840.0,0,308,1680,15576,7,6,840,1915,177000
1071,1101.0,0,947,2172,14154,5,7,1063,2006,280000
1050,1028.0,789,836,2078,10800,5,8,1034,2007,339750
1276,0.0,0,350,1276,9571,3,5,1276,1958,60000
1056,0.0,1056,572,1056,34650,5,5,1056,1955,145000
1478,0.0,578,484,1478,4403,5,7,1470,2009,222000
1028,348.5240174672489,0,360,1028,8960,6,5,1008,1927,115000
1080,1017.0,50,678,2097,11228,5,7,1080,1993,228000
1340,0.0,24,396,1340,8899,5,7,1340,2007,181134
672,728.0,209,440,1400,7844,7,6,672,1978,149500
1370,1254.0,1128,864,2624,22420,6,6,1370,1918,239000
756,378.0,312,240,1134,8160,6,5,756,1940,126000
1056,0.0,775,304,1056,8450,6,5,1056,1968,142000
1344,0.0,1309,784,1344,7060,5,7,1344,1997,206300
1602,0.0,1246,529,1602,16635,7,6,1602,1977,215000
988,0.0,0,520,988,21750,5,5,988,1954,113000
1470,348.5240174672489,986,696,2630,9200,5,8,1470,1998,315000
1196,0.0,616,297,1196,9000,5,6,1196,1956,139000
707,682.0,0,240,1389,3378,8,7,651,1946,135000
1644,0.0,1518,569,1644,12800,5,7,1518,1989,275000
907,0.0,288,352,907,8593,6,4,907,1957,109008
1208,348.5240174672489,664,628,1208,6762,5,7,1208,2007,195400
1412,0.0,1005,576,1412,11457,5,6,1392,1988,175000
483,504.0,387,264,987,1680,5,6,483,1971,85400
1088,110.0,0,0,1198,5586,7,6,901,1920,79900
765,600.0,471,440,1365,1920,5,5,765,1971,122500
926,678.0,0,470,1604,10839,5,6,926,1997,181000
630,0.0,495,0,630,1890,7,4,630,1972,81000
827,834.0,385,550,1661,10667,6,7,799,1996,212000
734,348.5240174672489,0,440,1118,4400,8,6,648,1920,116000
904,0.0,0,180,904,6000,7,6,884,1926,119000
694,0.0,365,352,694,4280,6,5,440,1913,90350
684,512.0,0,528,1196,12354,8,6,684,1920,110000
2402,0.0,1767,672,2402,15431,5,10,3094,2008,555000
1440,0.0,133,0,1440,12108,4,4,1440,1955,118000
1128,445.0,0,360,1573,6240,7,5,1078,1930,162900
1258,0.0,0,648,1258,3922,5,7,1258,2006,172500
933,975.0,642,493,1908,8750,5,7,915,1994,210000
1689,0.0,0,480,1689,9855,5,6,1436,1956,127500
1888,0.0,247,578,1888,16492,6,6,1517,1966,190000
956,930.0,0,431,1886,11214,5,7,930,1998,199900
780,596.0,0,198,1376,8600,6,6,780,1937,119500
679,504.0,331,308,1183,6000,7,3,649,1948,120000
813,0.0,0,270,813,5684,8,6,813,1930,110000
1533,0.0,655,576,1533,70761,5,7,1533,1975,280000
888,868.0,742,422,1756,9303,5,6,872,1996,204000
786,348.5240174672489,0,676,1590,9000,5,8,768,2008,210000
1728,0.0,1606,560,1728,9297,5,5,1728,1976,188000
1242,0.0,916,528,1242,9600,6,7,1242,1973,175500
624,720.0,0,513,1344,4571,5,5,624,1916,98000
1663,0.0,1116,529,1663,53227,6,4,1364,1954,256000
833,833.0,0,228,1666,5100,7,8,588,1925,161000
979,224.0,185,352,1203,7015,4,5,709,1950,110000
832,1103.0,544,552,1935,8004,5,8,832,2009,263435
575,560.0,350,576,1135,7200,9,7,560,1936,155000
864,0.0,553,360,864,8281,5,5,864,1965,62383
849,811.0,326,240,1660,11988,7,6,715,1934,188700
1040,0.0,616,0,1040,8430,5,5,1040,1978,124000
1414,0.0,0,398,1414,3072,5,7,1375,2004,178740
1277,0.0,778,526,1277,10628,5,7,1277,1970,167000
888,348.5240174672489,386,312,1644,9480,7,5,728,1942,146500
1634,0.0,0,866,1634,11428,5,8,1626,2006,250000
